0
selain diisi
dagang juga
madinah 55presiden
55presiden jokowi
tiga orang
orang begawan
budaya melalui
kemendikbudristek penghargaan
penghargaan diberikan
diberikan hari
pusat tiga
dianugerahi di
antaranya adalah
adalah mendiang
tourism lewat
lewat sosoknya
sosoknya ia
ia membuat
ubud dikenal
kedua kepada
dharma dia
adalah pendiri
isi surakarta
surakarta serta
serta ketiga
yakni kepada
sutaarga yang
pembangunannya ia
merupakan pionir
mengatakan sejak
lalu pihaknya
indonesia pemerintah
indonesia katanya
detikcom selain
itu anugerah
tokoh lainnya
aki ini
dilaksanakan pada
di jakarta
jakarta 56pemerintah
56pemerintah provinsi
pemprov bali
bali meminta
meminta pengelola
pengelola dan
tak membiarkan
membiarkan anjing
anjing berkeliaran
berkeliaran di
sekitar objek
wisata terutama
terutama tempat
tempat tempat
ada monyet
monyet hal
penting untuk
untuk menanggulangi
menanggulangi masalah
masalah rabies
rabies di
sana yang
yang penting
penting jangan
jangan ada
ada anjing
anjing di
objek pariwisata
untuk menangkap
menangkap kera
kera susah
susah banget
banget jadi
jadi yang
kita awasi
awasi adalah
adalah anjingnya
anjingnya kata
kata kepala
dinas pertanian
pertanian dan
dan ketahanan
ketahanan pangan
pangan provinsi
bali i
i wayan
wayan sunada
sunada di
gubernur bali
bali selasa
selasa dia
dia menjelaskan
bahwa rabies
rabies bisa
bisa tertular
tertular dari
dari anjing
anjing ke
ke kera
kera jika
jika monyet
monyet sudah
sudah tertular
tertular rabies
rabies maka
maka akan
akan sulit
sulit menangkap
kera kera
kera itu
itu hanya
hanya saja
saja sudana
sudana tak
tak menjelaskan
menjelaskan upaya
upaya yang
akan dilakukan
dilakukan pemprov
bali agar
agar objek
ada bebas
bebas dari
anjing yang
yang berkeliaran
berkeliaran namun
namun demikian
demikian dia
menegaskan belum
belum ada
ada wisatawan
yang dilaporkan
dilaporkan digigit
digigit anjing
anjing apalagi
apalagi sampai
sampai tertular
rabies untuk
dia mengimbau
mengimbau agat
agat wisatawan
wisatawan tidak
terlalu risau
risau dengan
dengan permasalahan
permasalahan rabies
bali jumlah
jumlah kunjungan
tidak menurun
menurun dengan
dengan merebaknya
merebaknya kasus
kasus penularan
penularan rabies
bali jadi
jadi pariwisata
pariwisata kita
yang berkunjung
bali masih
masih aman
aman belum
ada kasus
kasus wisatawan
wisatawan digigit
digigit kera
kera rabies
rabies contohnya
contohnya di
di alas
alas kedaton
kedaton itu
sudah nggak
ada lagi
lagi anjing
anjing jelas
jelas sudana
sudana menurutnya
menurutnya kasus
rabies pada
pada hewan
hewan primata
primata hanya
hanya terjadi
pada monyet
monyet atau
atau kera
kera yang
yang dipelihara
dipelihara oleh
warga atau
atau komunitas
komunitas tertentu
tertentu monyet
monyet monyet
monyet itu
diduga pernah
pernah kontak
kontak dengan
dengan anjing
yang terjangkit
terjangkit rabies
rabies seperti
diberitakan pemprov
pemprov berupaya
berupaya mengendalikan
mengendalikan penularan
rabies dengan
dengan menangkap
menangkap anjing
anjing anjing
anjing liar
liar anjing
liar yang
masih sehat
sehat divaksin
divaksin anti
anti rabies
rabies sedangkan
sedangkan anjing
tertular dan
dan menunjukkan
menunjukkan gejala
gejala langsung
langsung disuntik
disuntik mati
mati 57warga
57warga jawa
timur terutama
terutama surabaya
surabaya raya
raya kerap
kerap menggelar
menggelar malam
malam tirakatan
tirakatan untuk
untuk menyambut
ri berikut
berikut ini
ini contoh
contoh susunan
susunan acara
tirakatan agustus
ri akan
akan diperingati
diperingati pada
kamis itu
itu artinya
artinya tradisi
tradisi malam
tirakatan akan
pada rabu
rabu sejak
sejak habis
habis magrib
magrib dikutip
dikutip detiknews
detiknews dari
dari situs
resmi wonderful
wonderful indonesia
indonesia kementerian
kemenparekraf tirakatan
tirakatan merupakan
satu tradisi
yang terkenal
jawa tidak
ada aturan
aturan baku
baku dalam
dalam malam
agustus setiap
setiap daerah
daerah bisanya
bisanya memiliki
memiliki susunan
acara masing
masing ada
yang menggelar
menggelar pembacaan
bersama kemudian
kemudian banyak
banyak juga
menggelar perlombaan
perlombaan agustusan
agustusan lebih
lebih awal
awal sehingga
sehingga tradisi
tradisi tirakatan
tirakatan juga
juga kerap
kerap menjadi
menjadi momen
momen untuk
untuk membagikan
membagikan hadiah
hadiah pada
pada pemenang
pemenang lomba
lomba agustusan
agustusan di
di banyak
banyak daerah
timur tirakatan
tirakatan pada
pada malam
malam agustus
agustus terbilang
terbilang populer
populer maka
maka tak
heran jika
jika saat
saat malam
kemerdekaan banyak
banyak jalan
jalan kampung
kampung dan
dan gang
gang yang
yang ditutup
ditutup warga
warga sebab
sebab biasanya
biasanya tradisi
tirakatan digelar
jalan warga
warga berkumpul
berkumpul berdoa
berdoa dan
bersama berikut
ini detikjatim
detikjatim merangkum
merangkum sederet
sederet contoh
agustus mulai
mulai untuk
untuk tingkat
tingkat rt
rt hingga
hingga desa
di tingkat
rt malam
malam malam
tirakatan biasanya
biasanya digelar
digelar lebih
lebih sederhana
sederhana sebab
sebab pesertanya
pun hanya
hanya warga
warga satu
satu rt
rt saja
saja berikut
acaranya sebuah
sebuah rukun
rukun warga
warga rw
rw biasanya
biasanya terdiri
dari beberapa
beberapa rukun
rukun tetangga
tetangga rt
rt maka
maka dari
dari itu
itu acara
tirakatan yang
digelar ketua
ketua rw
rw lebih
lebih ramai
ramai dari
dari tingkat
rt bahkan
bahkan terkadang
terkadang malam
agustusan itu
itu jika
jika sebelumnya
sebelumnya digelar
digelar lomba
agustusan antar
antar rt
rt di
di rw
rw tersebut
tersebut berikut
acaranya malam
tingkat desa
desa bisa
lebih meriah
meriah lagi
lagi tidak
hanya doa
bersama yang
yang diikuti
diikuti warga
warga tapi
juga menghadirkan
menghadirkan dai
dai untuk
untuk menyampaikan
menyampaikan tausiah
tausiah berikut
susunan acaranya
acaranya 58presiden
58presiden joko
widodo memberikan
memberikan gelar
kehormatan untuk
untuk tiga
di anugerah
aki senin
senin ketiganya
ketiganya yaitu
yaitu alm
alm tjokorda
sukawati dan
dan alm
alm kanjeng
dharma serta
serta alm
alm ki
ki mohammad
mohammad amir
nararya presiden
widodo secara
langsung menyematkan
menyematkan gelar
kehormatan melalui
warisnya masing
masing di
jakarta aki
aki tahun
tahun sendiri
sendiri diprakarsai
diprakarsai oleh
kementerian pendidikan
pendidikan kebudayaan
kebudayaan riset
riset dan
dan teknologi
teknologi kemendikbudristek
kemendikbudristek direktur
jenderal dirjen
kebudayaan kemendikbudristek
kemendikbudristek hilmar
mengatakan apresiasi
apresiasi ini
ini diberikan
diberikan sejak
sejak kepada
kepada para
kebudayaan tokoh
tokoh tersebut
tersebut berjasa
berjasa dan
dan berkontribusi
upaya pemajuan
indonesia program
diharapkan hilmar
hilmar dapat
mendukung ekosistem
kebudayaan untuk
untuk lebih
banyak lagi
lagi pihak
tangan memajukan
memajukan kebudayaan
dengan demikian
demikian maka
maka cita
cita cita
cita menjadi
negara adidaya
adidaya budaya
budaya dapat
terwujud kata
hilmar di
jakarta nah
nah seperti
apa sosok
sosok para
pahlawan budaya
budaya indonesia
kehormatan dari
dari presiden
jokowi ini
ini budayawan
budayawan asal
asal bali
bali ini
dikenal akan
akan jasanya
jasanya mendorong
mendorong kolaborasi
kolaborasi antarseniman
antarseniman di
di ubud
ubud dan
dan sekitar
sekitar dengan
sejumlah akademisi
akademisi dan
dan seniman
seniman mancanegara
mancanegara berkat
berkat jasa
jasa tjokorda
sukawati ubud
seni internasional
internasional yang
yang berkelanjutan
berkelanjutan tjokorda
sukawati bergerak
bergerak lewat
jalan diplomasi
diplomasi kebudayaan
kebudayaan ia
juga merintis
merintis perkembangan
perkembangan pariwisata
pariwisata berbasis
berbasis seni
bali kini
kini hal
tersebut dikenal
sebagai pariwisata
berbasis budaya
warga gelar
untuk tjokorda
sukawati disematkan
putra aa
aa sukawati
sukawati sosok
sosok ini
aski kampus
kampus ini
ini kini
kini menjadi
menjadi institut
surakarta di
solo jawa
tengah kanjeng
djojokusumo juga
juga berperan
berperan dalam
dalam penggabungan
penggabungan kampus
kampus swasta
swasta se
se surakarta
surakarta menjadi
menjadi universitas
universitas gabungan
gabungan surakarta
surakarta ugs
ugs nah
nah inilah
inilah kampus
kampus yang
yang kelak
menjadi perguruan
perguruan tinggi
tinggi negeri
negeri universitas
universitas sebelas
sebelas maret
maret surakarta
surakarta uns
uns gelar
untuk kanjeng
djojokusumo disematkan
warisnya bra
bra fatimah
fatimah retno
retno hapsari
hapsari pakar
pakar museum
dikenal atas
atas jasanya
jasanya meletakkan
meletakkan dasar
dasar permuseuman
indonesia mohammad
sutaarga pun
pun adalah
adalah sosok
sosok peletak
dasar pembangunan
pembangunan museum
besar perannya
perannya untuk
untuk pendidikan
pendidikan anak
anak bangsa
bangsa mohammad
juga giat
giat merintis
merintis berkembangnya
berkembangnya ilmu
di tanah
air gelar
kehormatan untuknya
untuknya disematkan
melalui sang
sang ahli
sutaarga di
samping pengusulan
pengusulan gelar
presiden aki
juga meliputi
meliputi penganugerahan
penganugerahan dari
dari mendikbudristek
mendikbudristek nadiem
makarim kategori
kategori penganugerahan
penganugerahan tahun
ini yaitu
yaitu pelestari
penerima anugerah
anugerah aki
aki akan
november mendatang
mendatang di
jakarta 59bupati
59bupati bandung
supriatna mengungkapkan
mengungkapkan upaya
upaya pentingnya
pentingnya mengedepankan
mengedepankan pasar
pasar rakyat
rakyat sebagaimana
sebagaimana yang
yang diupayakan
diupayakan oleh
bandung saat
ini hal
ini ia
ia ungkapkan
ungkapkan usai
usai ground
breaking pencanangan
pancang pembangunan
banjaran upaya
upaya pemerintah
untuk mengedepankan
mengedepankan dan
dan mengembangkan
mengembangkan pasar
rakyat merupakan
merupakan upaya
sangat strategis
strategis dalam
dalam membantu
membantu mengembangkan
mengembangkan para
usaha mikro
mikro kecil
kecil serta
sekaligus menjadikan
menjadikan pasar
rakyat sebagai
tempat berinteraksi
berinteraksi dan
dan bersosialisasi
bersosialisasi serta
serta menjadi
menjadi simpul
simpul roda
roda perekonomian
perekonomian masyarakat
masyarakat ujar
ujar dadang
ia menjelaskan
menjelaskan pasar
merupakan tempat
tempat bertemunya
bertemunya pembeli
pembeli dan
dan penjual
penjual yang
yang berinteraksi
berinteraksi secara
langsung serta
serta menyediakan
menyediakan kebutuhan
kebutuhan pokok
pokok dan
dan barang
barang penting
penting lainnya
yang dibutuhkan
dibutuhkan oleh
warga masyarakat
masyarakat menurutnya
menurutnya transaksi
transaksi di
rakyat sangat
sangat terasa
terasa unsur
unsur silaturahminya
silaturahminya dengan
dengan mengedepankan
mengedepankan ciri
ciri khas
khas utama
utama yaitu
yaitu tawar
tawar menawar
menawar harga
harga sehingga
sehingga setiap
setiap pembeli
penjual mendapat
mendapat kesepakatan
kesepakatan ia
menerangkan sebagai
sebagai hinterland
hinterland provinsi
barat perkembangan
perkembangan pembangunan
pembangunan kabupaten
bandung memiliki
memiliki dampak
dampak signifikan
signifikan terhadap
terhadap perkembangan
perkembangan jawa
pihaknya terus
terus berupaya
berupaya mengembangkan
mengembangkan berbagai
ada mulai
pertanian peternakan
peternakan perikanan
perikanan perkebunan
perkebunan perindustrian
perindustrian perdagangan
perdagangan pariwisata
sektor sektor
sektor lainnya
antara sekian
sekian banyak
banyak sektor
sektor yang
yang menduduki
menduduki peringkat
peringkat dua
dua teratas
teratas yaitu
yaitu sektor
sektor perindustrian
perindustrian dan
perdagangan paparnya
paparnya ia
ia merinci
merinci pengembangan
pengembangan sektor
perdagangan dilakukan
dilakukan baik
dalam skala
skala lokal
lokal regional
regional nasional
internasional adapun
adapun model
model transaksinya
transaksinya beragam
beragam mulai
dari konvensional
konvensional modern
modern hingga
hingga yang
yang memanfaatkan
memanfaatkan teknologi
teknologi informasi
informasi atau
atau penjualan
penjualan secara
online dalam
dalam bentuk
bentuk e
commerce perlu
perlu saya
saya sampaikan
sampaikan pula
pula bahwa
daerah sangat
sangat konsen
konsen untuk
mikro dan
dan kecil
kecil dengan
dengan tidak
tidak melupakan
melupakan pengembangan
pengembangan usaha
usaha menengah
menengah dan
dan besar
besar adapun
adapun sektor
sektor usaha
perdagangan mikro
kecil yang
sangat dominan
dominan adalah
adalah perdagangan
perdagangan yang
dilakukan di
pasar tradisional
tradisional atau
atau pasar
rakyat pungkasnya
pungkasnya sebagai
informasi pemkab
pemkab bandung
bandung tengah
tengah merevitalisasi
merevitalisasi salah
satu pasar
rakyat yakni
yakni pasar
banjaran pembangunan
pembangunan ini
ini tak
hanya meliputi
meliputi fisik
fisik saja
saja tapi
dilakukan pembenahan
pembenahan dari
dari sisi
sisi manajemen
manajemen keuangan
keuangan maupun
maupun sosial
sosial budaya
budaya pasar
banjaran diharapkan
menjadi pasar
pasar berikutnya
berikutnya yang
mendapatkan sertifikat
sertifikat sni
sni pasar
rakyat dan
pasar inspiratif
inspiratif 60pemerintah
60pemerintah provinsi
kini berupaya
berupaya menambah
menambah tempat
tempat pengolahan
sampah tps
tps di
di nusa
nusa penida
penida hal
itu merespons
merespons kritik
kritik dari
dari menteri
uno yang
yang menyoroti
menyoroti sampah
sampah di
di perairan
perairan nusa
penida kami
kami siapkan
siapkan tps
beberapa tempat
tempat kata
kata wakil
bali tjokorda
tjokorda oka
oka artha
artha ardana
ardana sukawati
sukawati di
selasa namun
namun pria
yang akrab
akrab disapa
disapa cok
cok ace
ace itu
tidak merinci
merinci jumlah
jumlah dan
waktu pembangunan
fasilitas pengolahan
penida cok
ace hanya
hanya menyebut
menyebut sampah
sampah sampah
pulau tersebut
akan diolah
diolah menjadi
menjadi produk
produk bernilai
bernilai ekonomi
ekonomi misalnya
misalnya pupuk
pupuk kompos
kompos cok
ace mengakui
mengakui pengelolaan
pengelolaan sampah
penida belum
belum merata
merata dan
dan maksimal
maksimal menurutnya
menurutnya penambahan
penambahan fasilitas
penida akan
secara terintegrasi
terintegrasi tps
penida agak
agak sulit
sulit karena
karena kebanyakan
kebanyakan penduduknya
penduduknya menyebar
menyebar kata
kata cok
ace sebelumnya
sebelumnya sandiaga
sandiaga menyoroti
penida setelah
setelah seorang
seorang turis
turis asal
asal amerika
amerika serikat
serikat as
as menumpahkan
menumpahkan kekecewaannya
kekecewaannya musababnya
musababnya turis
turis as
as itu
itu menjumpai
menjumpai banyak
banyak sampah
sampah saat
saat snorkeling
snorkeling di
penida sandiaga
sandiaga meminta
meminta penanganan
penanganan sampah
sampah yang
yang serius
serius harus
harus diterapkan
seluruh destinasi
wisata kami
akan pastikan
pastikan untuk
untuk sampah
di destinasi
wisata termasuk
bali akan
akan mendapatkan
mendapatkan perhatian
perhatian khusus
khusus kata
sandiaga dalam
acara the
the weekly
weekly briefing
briefing with
with sandi
sandi uno
secara daring
daring senin
senin malam
malam 61masa
61masa kepemimpinan
kepemimpinan gubernur
barat ridwan
kamil dan
dan wakilnya
wakilnya ruzhanul
ulum akan
akan berakhir
berakhir september
september tahun
ini rk
rk dan
dan uu
uu begitu
begitu panggilan
panggilan akrab
akrab keduanya
keduanya punya
punya program
program unggulan
unggulan yang
yang digarap
digarap bersama
bersama sejak
tahun berikut
berikut sepuluh
sepuluh program
unggulan di
masa kepemimpinan
kepemimpinan rk
rk uu
uu program
program di
komunikasi dan
dan informatika
informatika diskominfo
diskominfo pemerintah
barat pemprov
jabar ini
ini memudahkan
memudahkan siapapun
siapapun baik
baik warga
pun akademisi
akademisi untuk
melihat informasi
informasi detail
detail seputar
seputar provinsi
jabar ekosistem
ekosistem data
data jabar
jabar adalah
adalah portal
portal terintegrasi
terintegrasi untuk
pengelolaan keterbukaan
keterbukaan dan
dan kemudahan
kemudahan akses
akses data
data bagi
warga dan
pemerintah jawa
barat program
dalam kategori
kategori revolusi
revolusi pencarian
pencarian data
data tanpa
tanpa birokrasi
birokrasi warga
bisa mengakses
mengakses secara
terbuka data
laman data
data jabarprov
jabarprov go
go id
id id
id layanan
layanan publik
publik landumas
landumas laporan
laporan pengaduan
pengaduan masyarakat
masyarakat hingga
hingga data
data data
dibutuhkan warga
warga juga
bisa diperoleh
diperoleh hanya
hanya dalam
dalam satu
satu aplikasi
aplikasi keinginan
keinginan bertransformasi
bertransformasi menjadi
provinsi digital
digital mendorong
mendorong pemprov
jabar membuat
membuat aplikasi
aplikasi layanan
publik sapawarga
sapawarga bukan
hanya ketua
rw kini
kini aplikasi
aplikasi sapawarga
sapawarga siap
siap diakses
diakses buat
buat publik
publik aplikasi
aplikasi ini
dapat membantu
membantu warga
warga terutama
saat mobilitasnya
mobilitasnya terbatas
terbatas akibat
akibat pandemi
covid beberapa
lalu sapawarga
sapawarga adalah
adalah aplikasi
publik digital
digital terintegrasi
terintegrasi di
yang menyediakan
menyediakan berbagai
berbagai kebutuhan
masyarakat dalam
sapawarga digitalservice
digitalservice id
id sekoper
cinta seolah
seolah menjadi
menjadi sekolah
sekolah dewi
dewi sartika
sartika versi
versi modern
modern sekoper
cinta menjadi
menjadi wadah
wadah bagi
bagi perempuan
perempuan dengan
dengan usia
usia di
atas tahun
tahun untuk
melakukan interaksi
interaksi komunikasi
komunikasi bertukar
bertukar pengetahuan
pengetahuan dan
dan pengalaman
pengalaman serta
serta mengenali
mengenali kebutuhan
kebutuhan dan
dan kepentingan
kepentingan perempuan
perempuan terkait
terkait upaya
upaya peningkatan
kualitas hidup
hidup program
ini mengajarkan
mengajarkan para
para perempuan
perempuan agar
agar berdaya
berdaya mengetahui
mengetahui potensi
potensi diri
diri serta
serta meningkatkan
meningkatkan keterampilan
keterampilan melalui
melalui pembagian
pembagian kelompok
kelompok kecil
kecil berdasarkan
berdasarkan minat
minat masing
masing mulai
dari menjahit
menjahit memasak
memasak hingga
hingga urusan
urusan kecantikan
kecantikan di
bawah asuhan
asuhan dinas
dinas pemberdayaan
pemberdayaan perempuan
perempuan perlindungan
perlindungan anak
keluarga berencana
berencana dpakb
dpakb masyarakat
yang tengah
tengah mengalami
mengalami masalah
masalah ekonomi
ekonomi membutuhkan
membutuhkan solusi
solusi pasti
pasti yang
yang tak
tak mencekik
mencekik bank
bank bjb
bjb berkolaborasi
berkolaborasi dengan
dengan pemprov
jabar hadir
hadir memberikan
memberikan solusi
solusi pinjaman
pinjaman uang
uang yang
yang ringan
ringan keunggulannya
keunggulannya yakni
yakni pinjaman
pinjaman tanpa
tanpa suku
suku bunga
bunga tanpa
tanpa agunan
agunan dan
dan tanpa
tanpa biaya
biaya provisi
provisi semua
semua bisa
bisa dilakukan
mudah melalui
program kredit
kredit masyarakat
masyarakat ekonomi
ekonomi sejahtera
sejahtera atau
atau lebih
lebih dikenal
dengan kredit
kredit mesra
mesra kredit
mesra merupakan
merupakan produk
produk pembiayaan
pembiayaan yang
yang didesain
didesain khusus
khusus bagi
masyarakat jawa
sekitar rumah
rumah ibadah
ibadah selain
selain memberikan
memberikan kredit
kredit bank
bjb juga
juga memberikan
edukasi terkait
terkait tata
tata cara
cara pemanfaatan
pemanfaatan permodalan
permodalan manajemen
keuangan serta
serta kiat
kiat kiat
kiat untuk
untuk mampu
mampu menangkap
menangkap peluang
peluang demi
demi memaksimalkan
memaksimalkan potensi
potensi keuntungan
keuntungan untuk
pengembangan skala
skala usaha
usaha jabar
jabar saber
saber hoaks
hoaks merupakan
merupakan satuan
satuan unit
unit kerja
bawah diskominfo
diskominfo pemprov
jabar tugasnya
tugasnya yakni
yakni memverifikasi
memverifikasi informasi
atau rumor
rumor yang
yang beredar
beredar di
masyarakat jabar
jabar sabar
sabar hoaks
hoaks dilengkapi
beragam layanan
layanan seperti
seperti aduan
aduan langsung
langsung pemantauan
pemantauan rumor
rumor klarifikasi
klarifikasi dan
dan literasi
literasi untuk
mencegah adanya
adanya kabar
kabar bohong
bohong yang
yang disebarkan
disebarkan di
laman saberhoaks
saberhoaks jabarprov
id v
v home
home program
program puspa
puspa merupakan
bentuk kolaborasi
kolaborasi pemprov
jabar dengan
dengan center
center for
for indonesia
s strategic
strategic development
development initiatives
initiatives cisdi
cisdi program
ini dijalankan
dijalankan saat
saat pandemi
covid melumpuhkan
melumpuhkan seluruh
dunia puspa
puspa bertujuan
memperkuat upaya
upaya deteksi
deteksi lacak
lacak kasus
kasus edukasi
edukasi publik
publik terkait
terkait m
m menyiapkan
menyiapkan informasi
informasi tentang
tentang vaksinasi
vaksinasi covid
covid hingga
hingga memastikan
memastikan pemenuhan
pemenuhan pelayanan
pelayanan kesehatan
kesehatan esensial
esensial di
di puskesmas
puskesmas di
kota di
barat oleh
dinas kesehatan
kesehatan dinkes
dinkes jabar
jabar provinsi
jabar juga
juga bergerak
bergerak untuk
memajukan kreativitas
kreativitas warganya
warganya lembaga
lembaga ini
dibentuk untuk
kreatif di
barat melalui
melalui penyampaian
penyampaian aspirasi
aspirasi agar
agar keputusan
keputusan di
jabar sesuai
dengan arah
arah perkembangan
perkembangan ekonomi
kreatif nasional
maupun dunia
dunia kehadiran
kehadiran lembaga
dapat menumbuhkan
menumbuhkan minat
minat dan
dan pemikiran
pemikiran baru
baru bagi
para lulusan
lulusan perguruan
tinggi untuk
untuk berkontribusi
pembangunan desa
desa dengan
dengan menjalin
menjalin koneksi
koneksi desa
desa hingga
ke luar
negeri salah
yang sedang
sedang disorot
disorot dan
dan baru
baru saja
saja diresmikan
diresmikan adalah
adalah pasar
pasar kreatif
kreatif jabar
barat juga
juga berhasil
berhasil mentas
mentas dari
dari bayang
bayang bayang
bayang desa
desa tertinggal
tertinggal pemprov
membuat desa
desa digital
digital program
program pemberdayaan
pemberdayaan masyarakat
pemanfaatan teknologi
teknologi digital
dan internet
internet dalam
pengembangan potensi
potensi desa
desa pemasaran
pemasaran dan
dan percepatan
percepatan akses
akses serta
serta pelayanan
pelayanan informasi
informasi masyarakat
masyarakat dapat
dapat memanfaatkan
memanfaatkan akses
akses internet
internet untuk
meningkatkan kualitas
hidup masyarakat
dalam berbagai
berbagai aspek
aspek di
antaranya pengelolaan
pengelolaan lingkungan
lingkungan ekonomi
ekonomi pendidikan
pendidikan peluang
peluang inovasi
dan stabilitas
stabilitas sosial
sosial selain
satu mobilitas
mobilitas yang
yang mendukung
mendukung kemajuan
kemajuan desa
desa desa
barat adalah
adalah mobil
mobil aspirasi
aspirasi kampung
kampung juara
juara maskara
maskara atau
atau mobil
mobil multifungsi
multifungsi yang
digunakan oleh
masyarakat desa
desa untuk
berbagai keperluan
keperluan maskara
maskara bergerak
bergerak multifungsi
multifungsi untuk
publik desa
desa telah
telah diakomodasi
diakomodasi kepada
kepada desa
desa berprestasi
berprestasi untuk
untuk dipergunakan
dipergunakan dalam
keperluan terutama
terutama untuk
untuk kebutuhan
kebutuhan publik
barat tak
hanya dibantu
dibantu mendigitalisasi
mendigitalisasi tapi
juga diperkenalkan
diperkenalkan potensi
potensi wisatanya
wisatanya desa
desa wisata
wisata mampu
perekonomian desa
desa melalui
melalui pelibatan
pelibatan masyarakat
langsung dalam
dalam mendorong
pertumbuhan sektor
barat strategi
strategi pengembangan
pengembangan desa
wisata menitikberatkan
menitikberatkan pada
pada keunggulan
keunggulan pariwisata
barat mulai
dari wisata
wisata bahari
bahari laut
laut jabali
jabali pegunungan
pegunungan religi
religi keagamaan
keagamaan hingga
hingga seni
budaya pemprov
jabar mengajak
mengajak asosiasi
asosiasi desa
wisata asidewi
asidewi sebagai
mitra dalam
mengembangkan dan
dan mempromosikan
mempromosikan desa
wisata di
barat mendukung
desa butuh
butuh banyak
banyak cara
cara yang
setelah program
program mendigitalisasi
mendigitalisasi dan
dan publikasi
publikasi wisata
wisata ada
ada program
program patriot
patriot desa
desa kegiatan
ini memberdayakan
memberdayakan pemuda
pemuda pemudi
pemudi jawa
sebagai kader
kader penggerak
penggerak desa
yang bertugas
bertugas melaksanakan
melaksanakan pendampingan
pendampingan dengan
skema live
live in
in di
desa penempatan
penempatan dengan
dengan bumdes
bumdes yang
belum aktif
aktif para
para patriot
desa diharapkan
mampu melakukan
melakukan asistensi
asistensi pengorganisasian
pengorganisasian memberikan
memberikan pengarahan
pengarahan hingga
hingga bertindak
bertindak sebagai
sebagai fasilitator
fasilitator dalam
ekonomi berdasarkan
berdasarkan potensi
serta mengaktifkan
mengaktifkan kembali
kembali fungsi
fungsi bumdes
bumdes masa
uu akan
akan habis
habis pada
september dalam
dalam penutupan
penutupan masa
masa jabatannya
jabatannya pemprov
jabar akan
menggelar acara
acara west
java festival
festival wjf
wjf yang
yang dilaksanakan
mendatang dengan
beragam kegiatan
seperti karnaval
karnaval kolaborasi
kolaborasi pameran
pameran hingga
hingga konser
konser musik
musik west
festival sekaligus
sekaligus menjadi
menjadi puncak
puncak peringatan
peringatan hari
jadi ke
ke acara
ini diselenggarakan
pada merupakan
agenda rutin
rutin tahunan
tahunan dalam
jadi jawa
barat di
gubernur ridwan
dan wakil
gubernur uu
ulum event
kali digelar
pada lalu
lalu dan
dan sempat
sempat batal
batal melanjutkan
melanjutkan west
festival karena
covid barulah
barulah di
ini event
event west
festival akan
akan kembali
digelar berbagai
rangkaian road
to wjf
wjf pun
pun telah
telah dilaksanakan
dilaksanakan bahkan
bahkan sejak
tahun acara
acara wjf
wjf sendiri
sendiri akan
dari sabtu
sabtu september
september kolaborasi
kolaborasi dibuka
dengan pasar
dan bazzar
bazzar jawa
gedung sate
sate akan
karnaval dengan
tema kebudayaan
untuk merawat
merawat bumi
bumi insect
insect of
of west
java serangga
serangga dalam
dalam kekuatan
kekuatan budaya
lokal di
barat parade
parade ini
mulai jam
wib oleh
puluhan peserta
dari kab
kab kota
kota se
se jawa
barat dihadiri
oleh forkopimda
forkopimda walikota
walikota dan
bupati se
barat serta
serta kemendikbudristek
kemendikbudristek ri
ri parade
parade dimulai
dari titik
titik monumen
monumen perjuangan
perjuangan di
jalan dipati
dipati ukur
ukur melewati
melewati jalan
jalan teuku
teuku umar
umar jalan
jalan ir
ir h
h djuanda
djuanda cikapayang
cikapayang jalan
jalan diponegoro
diponegoro hingga
hingga titik
titik akhir
akhir di
lapangan gasibu
gasibu acara
acara pasar
bazzar jabar
jabar dilaksanakan
di empat
empat zona
zona yang
yang bertitik
bertitik pusat
pusat di
sate sementara
sementara satu
satu zona
zona hiburan
hiburan kolaborasi
kolaborasi dengan
dengan komunitas
komunitas dan
dan dinas
dinas terkait
terkait di
gasibu gelaran
gelaran west
festival dipastikan
dipastikan akan
menjadi panggung
panggung besar
untuk menampilkan
menampilkan budaya
budaya budaya
barat kemudian
minggu september
september menjadi
menjadi acara
acara puncak
puncak dari
dari west
festival dengan
dengan kemeriahan
kemeriahan konser
konser west
festival bakal
bakal banyak
banyak artis
artis ibu
ibu kota
yang tampil
tampil konser
konser ini
sekaligus konser
konser amal
amal dari
dari gabungan
gabungan artis
artis dan
seniman sunda
sunda gass
gass penasaran
detail setiap
setiap kegiatan
kegiatan dan
dan siapa
siapa saja
akan mengisi
mengisi acara
acara konser
konser wjf
wjf jangan
detikjabar 62kalau
62kalau kamu
kamu pernah
pernah bermimpi
bermimpi meninggalkan
meninggalkan segalanya
segalanya dan
tinggal di
pulau terpencil
terpencil sekarang
sekarang mungkin
mungkin kesempatan
kesempatan kamu
kamu mengutip
mengutip cnbc
cnbc selasa
selasa irlandia
irlandia akan
akan memberi
memberi kamu
kamu hibah
hibah hingga
hingga euro
euro atau
atau sekitar
sekitar us
rp us
us kalau
kalau kamu
mau dan
dan bersedia
bersedia tinggal
tinggal menetap
menetap di
di salah
satu pulau
pulau pesisir
pesisir negara
negara itu
itu tetapi
tetapi ada
ada syaratnya
syaratnya ya
kesepakatan dan
dan kriteria
kriteria yang
cukup menantang
menantang dan
dan perlu
perlu kamu
kamu pertimbangkan
pertimbangkan sebelum
sebelum pindah
sana pulau
pulau pulau
tersebut terputus
terputus dari
dari daratan
daratan oleh
oleh air
pasang setiap
setiap hari
hari dan
tidak terhubung
dengan jembatan
